clip_id,class,x,y,w,h,query
video1_e000012,motorcyclist,456,366,168,238,Người mặc áo đen đội nón đen chạy xe máy màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000091,motorcyclist,271,310,72,245,Người mặc áo vàng đội nón trắng chạy xe tay ga màu đen đi thẳng về hướng camera.
e000003,truck,934,68,450,134,Container đầu màu đỏ thùng xe màu xanh nước biển đi từ phải sang trái qua ngã tư.
e000044,truck,139,100,212,324,Xe tải đầu màu trắng thùng kín đi thẳng ra xa.
e000022,car,312,414,640,442,Xe 16 chỗ màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000008,motorcyclist,245,352,85,238,Người mặc áo đen đội nón đen chạy xe số màu đen chở theo 1 người đeo balo đi thẳng ra xa camera.
video3_e000082,car,90,250,233,130,Xe ô tô màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video1_norm_e010,motorcyclist,808,442,192,252,Người mặc áo nâu đội nón bảo hiểm trắng chạy tay ga màu đen chở 1 người Đi thẳng ra xa camera rồi rẽ phải.
e000013,car,195,198,172,202,Xe con màu đen đi thẳng ra xa camera.
19_video7_norm_e005,motorcyclist,820,397,206,241,Người mặc áo đen đội nón bảo hiểm trắng chạy xe số màu đen chở hàng Đi thẳng ra xa camera rồi rẽ phải.
e000006,car,776,330,400,200,Xe con màu đỏ đi thẳng ra xa camera rồi rẽ phải.
video7_e000153,motorcyclist,626,300,112,202,Người mặc áo xám đội nón trắng chạy xe tay ga màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000133,motorcyclist,360,256,70,228,Người mặc áo xanh đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera chở hàng
19_video14_norm_e010,car,509,338,545,260,xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000093,motorcyclist,203,342,84,200,Người mặc áo xám đội nón xanh lá chạy xe số màu trắng chở theo 1 người đi thẳng ra xa camera.
e000205,motorcyclist,282,308,92,308,Người mặc áo đen đội nón đen chạy xe tay ga màu trắng chở hàng đi thẳng lại gần camera.
video5_e000118,truck,696,54,229,74,Container đầu màu xanh dương thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000014,motorcyclist,284,329,50,290,Người mặc áo đen đội nón đen chạy xe số màu trắng đi thẳng lại gần camera.
e000002,car,892,158,120,56,Xe con màu đỏ đi từ phải sang trái qua ngã tư.
video5_e000128,motorcyclist,477,240,96,172,Người mặc áo trắng đội nón trắng chạy xe máy màu đen đi thẳng ra xa camera qua ngã tư.
e000012,truck,1022,60,414,150,Xe tải đầu màu trắng thùng kín Đi từ phải sang trái qua ngã tư.
e000055,car,316,210,172,58,Xe con màu trắng đi từ trái sang phải qua ngã tư.
e000106,motorcyclist,868,474,214,376,Người mặc áo xám đội nón bạc chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ phải.
e000011,motorcyclist,702,562,202,360,Người mặc áo đen đội nón xanh dương chạy xe đạp màu xám đi thẳng ra xa camera rồi rẽ phải.
e000023,motorcyclist,255,257,82,186,Người mặc áo đen đội nón trắng chạy xe tay ga màu xám đi thẳng ra xa.
video6_e000145,motorcyclist,616,284,136,192,Người mặc áo xanh lá đội nón đen chạy xe máy màu đen đi thẳng ra xa camera rồi rẽ phải.
e000047,motorcyclist,263,330,69,322,Người mặc áo vàng đội nón xám chạy xe số màu đỏ đi thẳng về hướng camera.
e000061,motorcyclist,253,253,56,208,Người mặc áo xanh đội nón bảo hiểm đỏ chạy xe số màu đỏ đi từ xa về gần camera chở 1 người
e000141,motorcyclist,380,566,332,394,Người mặc áo xám đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000015,car,566,404,576,344,Xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000078,car,86,208,143,166,Xe con màu trắng đi thẳng ra xa camera.
video1_e000011,motorcyclist,440,213,74,129,Người mặc áo xám đội nón đỏ chạy xe máy màu đỏ đi thẳng ra xa camera qua ngã tư.
e000009,motorcyclist,524,680,284,354,Người mặc áo hồng đội nón xanh lá chạy xe tay ga màu đỏ mận đi thẳng ra xa camera rồi rẽ phải.
e000001,car,962,146,130,46,Xe con màu đen đi từ phải sang trái qua ngã tư.
e000075,motorcyclist,160,334,86,209,Người mặc áo xanh dương đội nón đen chạy xe tay ga màu trắng sọc đen đi thẳng ra xa camera.
e000015,motorcyclist,137,314,80,181,Người mặc áo hồng đội nón trắng chạy xe số màu xanh mực đi thẳng ra xa camera.
e000022,motorcyclist,776,564,202,316,Người mặc áo trắng không đội nón chạy xe số màu đỏ đi thẳng ra xa camera rồi rẽ phải.
e000135,motorcyclist,212,292,61,212,Người mặc áo xanh đen đội nón trắng chạy xe số màu đen đi thẳng ra xa.
e000006,truck,1142,98,212,116,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000055,motorcyclist,198,201,37,180,Người mặc áo đen đội nón bảo hiểm đen chạy xe tay ga màu đen đi từ xa về gần camera
e000072,motorcyclist,255,346,74,220,Người mặc áo đen đội nón xám chạy xe máy màu đen đi thẳng ra xa.
e000009,truck,78,322,958,702,Xe tải đầu màu xanh thùng kín Đi thẳng ra xa camera rồi rẽ phải.
19_video4_norm_e002,motorcyclist,372,348,125,205,Người mặc áo trắng đội nón bảo hiểm xanh lá chạy xe số màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000034,truck,374,46,256,372,Xe cẩu đầu màu trắng có cẩu đỏ đi thẳng về hướng camera.
e000002,car,1462,162,94,42,Xe khách màu trắng đi từ phải sang trái qua ngã tư.
e000108,motorcyclist,385,328,81,352,Người mặc áo đen đội nón đen chạy xe số màu trắng đi thẳng lại gần camera.
e000032,motorcyclist,222,337,96,266,Người mặc áo xám đội nón xám chạy xe tay ga màu đỏ.
e000188,motorcyclist,176,340,70,301,Người mặc áo xanh dương đội nón trắng sọc xanh chạy xe số màu đen đi thẳng ra xa camera.
e000011,motorcyclist,184,413,107,260,Người mặc áo đen đội nón xanh dương chạy xe tay ga màu trắng đi thẳng ra xa camera.
e000044,motorcyclist,300,330,66,214,Người mặc áo đen đội nón trắng chạy xe số màu đen chở hàng đi thẳng ra xa.
video3_e000084,motorcyclist,260,329,160,209,Người mặc áo hồng đội nón cam chạy xe máy màu đỏ đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video12_norm_e004,car,941,138,130,48,xe con màu trắng đi từ phải sang trái qua ngã tư.
e000038,motorcyclist,284,370,74,226,Người mặc áo xám đội nón đỏ chạy xe số màu đen chở hàng đi thẳng ra xa.
19_video2_norm_e003,car,813,144,157,50,xe con màu trắng đi từ trái sang phải qua ngã tư.
e000087,motorcyclist,320,200,39,136,Người mặc áo vàng đội nón đen chạy xe số màu đen đi thẳng ra xa camera.
e000004,car,792,332,390,196,Xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000158,car,129,174,141,158,Xe con màu bạc đi thẳng ra xa.
e000008,motorcyclist,265,301,72,200,Người mặc áo nâu đất đội nón trắng chạy xe tay ga màu bạc đi thẳng ra xa camera.
e000088,motorcyclist,167,352,86,186,Người mặc áo xanh rêu đội nón be chạy xe tay ga màu kem chở theo 1 người đi thẳng ra xa camera.
e000003,truck,1158,120,170,88,Xe tải đầu màu xanh lá thùng xe màu xanh lá Đi từ trái sang phải qua ngã tư.
e000052,motorcyclist,255,326,59,286,Người mặc áo hồng đội nón bảo hiểm hồng chạy xe điện màu hồng đi từ xa về gần camera chở 1 người
e000134,truck,398,416,566,394,Xe tải đầu màu trắng thùng xe màu bạc Đi thẳng ra xa camera rồi rẽ phải.
e000069,car,268,562,640,388,Xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000096,motorcyclist,420,398,100,321,Người mặc áo xám đội nón xám chạy xe tay ga màu đen đi thẳng lại gần camera.
e000087,motorcyclist,76,314,78,166,Người mặc áo trắng đội nón xanh lá chạy xe số màu đỏ đi thẳng ra xa camera.
e000068,motorcyclist,283,412,86,308,Người mặc áo vàng đội nón bảo hiểm đỏ chạy xe số màu trắng đi từ xa về gần camera chở 1 người
e000008,truck,1060,92,288,110,Xe tải đầu màu xanh nước biển thùng xe màu bạc đi từ phải sang trái qua ngã tư.
e000112,motorcyclist,465,329,70,328,Người mặc áo đen đội nón xám chạy xe số màu đỏ đi thẳng lại gần camera.
video10_e000029,motorcyclist,514,349,188,212,Người mặc áo hồng đội nón trắng chạy xe máy màu trắng đi thẳng ra xa camera rồi rẽ phải.
19_video1_norm_e006,motorcyclist,716,430,206,284,Người mặc áo đen đội nón bảo hiểm bạc chạy xe số màu xanh Đi thẳng ra xa camera rồi rẽ phải.
e000029,motorcyclist,89,446,113,232,Người mặc áo vàng đồng đội nón đỏ chạy xe tay ga màu đỏ đi thẳng ra xa camera.
e000003,car,414,446,642,454,Xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000038,car,294,180,179,261,Xe con màu đen đi thẳng về hướng camera.
e000099,motorcyclist,348,338,45,301,Người mặc áo vàng đội nón đỏ chạy xe số màu đỏ đi thẳng lại gần camera.
e000002,truck,112,0,1180,1022,Container đầu màu đỏ thùng kín Đi thẳng ra xa camera rồi rẽ phải.
video4_e000102,motorcyclist,550,326,125,202,Người mặc áo đen đội nón đen chạy xe máy màu đen đi thẳng ra xa camera rồi rẽ phải.
e000002,truck,82,84,454,222,Xe tải đầu màu xanh thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
19_video13_norm_e002,motorcyclist,905,377,166,244,Người mặc áo trắng đội nón bảo hiểm đen chạy tay ga màu trắng Đi thẳng ra xa camera rồi rẽ phải.
video11_e000032,motorcyclist,776,250,89,150,Người mặc áo vàng đội nón xanh chạy xe máy màu đen đi thẳng ra xa camera rồi rẽ phải.
e000020,car,409,210,126,146,Xe con màu đen đi thẳng lại gần camera.
e000178,motorcyclist,151,268,66,240,Người mặc áo vàng đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000189,motorcyclist,392,325,86,338,Người mặc áo đen đội nón xám chạy xe tay ga màu bạc đi thẳng lại gần camera.
e000177,motorcyclist,327,297,75,288,Người mặc áo đỏ đội nón trắng chạy xe tay ga màu đỏ đi thẳng lại gần camera.
e000006,car,672,158,182,82,Xe con màu trắng đi từ trái sang phải qua ngã tư.
e000134,motorcyclist,357,261,61,164,Người mặc áo xanh dương đội nón đỏ chạy xe số màu đen đi thẳng ra xa.
e000058,motorcyclist,394,386,104,324,Người mặc áo đen trắng đội nón xanh chạy xe số màu đen đi thẳng lại gần camera.
e000001,motorcyclist,560,642,260,342,Người mặc áo xanh da trời đội nón đỏ chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
19_video10_norm_e013,motorcyclist,890,352,212,238,Người mặc áo trắng đội nón bảo hiểm đen chạy tay ga màu đen Đi thẳng ra xa camera rồi rẽ phải.
e000049,car,347,110,68,76,Xe con màu đen đi thẳng ra xa camera.
19_video10_norm_e013,car,924,122,101,50,xe con màu trắng đi từ phải sang trái qua ngã tư.
e000136,truck,652,152,540,336,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
e000166,car,696,218,258,200,Xe khách màu bạc đi thẳng ra xa camera qua ngã tư.
e000105,motorcyclist,243,218,37,185,Người mặc áo đen đội nón bảo hiểm trắng chạy xe số màu xanh đi từ xa về gần camera
e000004,truck,146,0,1070,1020,Container đầu màu trắng thùng kín Đi thẳng ra xa camera rồi rẽ phải.
19_video8_norm_e002,car,110,332,316,138,xe con màu đỏ đi thẳng ra xa camera qua ngã tư.
e000051,motorcyclist,394,416,94,304,Người mặc áo xám đội nón xanh chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000001,truck,904,84,394,118,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000048,motorcyclist,306,404,124,316,Người mặc áo đen đội nón đỏ chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000041,motorcyclist,169,285,86,186,Người mặc áo đen đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera.
e000191,motorcyclist,149,190,46,161,Người mặc áo xanh dương đội nón đen chạy xe số màu đỏ đen đi thẳng lại gần camera.
e000104,motorcyclist,321,237,49,201,Người mặc áo xám đội nón bảo hiểm xám chạy xe số màu xanh đi từ xa về gần camera chở 1 người
e000079,motorcyclist,205,241,41,213,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe số màu đen đi từ xa về gần camera
e000090,car,165,181,133,137,Xe taxi màu xanh da trời đi thẳng ra xa.
19_video6_norm_e004,car,590,352,516,242,xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000002,truck,306,294,722,562,Xe tải đầu màu trắng thùng kín Đi thẳng ra xa camera rồi rẽ phải.
e000004,motorcyclist,210,169,39,156,Người mặc áo đen đội nón hồng chạy xe tay ga màu trắng đi thẳng về hướng camera.
e000011,truck,940,74,240,140,Xe tải đầu màu trắng thùng kín Đi từ phải sang trái qua ngã tư.
video12_e000067,car,588,98,113,54,Xe ô tô màu đỏ đi từ trái sang phải qua ngã tư.
e000012,motorcyclist,150,345,96,204,Người mặc áo xanh nước biển đội nón đen chạy xe số màu trắng đi thẳng ra xa camera.
e000003,motorcyclist,802,502,230,316,Người mặc áo trắng đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000040,motorcyclist,287,220,44,184,Người mặc áo xanh đội nón bảo hiểm đen chạy xe số màu trắng đi từ xa về gần camera
e000157,motorcyclist,227,262,54,198,Người mặc áo đen đội nón hồng chạy xe số màu đỏ đen chở hàng đi thẳng lại gần camera.
e000168,truck,58,128,462,146,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ trái sang phải qua ngã tư.
e000004,truck,680,94,378,124,Xe tải đầu màu vàng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
video5_e000115,motorcyclist,357,273,116,161,Người mặc áo vàng đội nón đen chạy xe tay ga màu đỏ đi thẳng ra xa camera qua ngã tư.
e000015,motorcyclist,176,233,40,177,Người mặc áo xanh đội nón bảo hiểm xanh chạy xe số màu đen đi từ xa về gần camera
e000054,motorcyclist,229,310,87,206,Người mặc áo xanh rêu đội nón đen chạy xe tay ga màu đỏ đeo balo và đi thẳng ra xa camera.
19_video12_norm_e004,car,905,113,142,74,xe con màu trắng đi từ phải sang trái qua ngã tư.
